기준연도분기,총인구,남성인구,여성인구,10대인구,20대인구,30대인구,40대인구,50대인구,60대이상인구,총가구수,아파트가구,비아파트가구,가구당인구수
2025Q1,9360421,4527676,4832745,1243704,1350090,1421660,1416424,1492389,2436154,4453816,0,4453816,2.1
