기준일자,요일,시간대,격자_50,업종대분류,카드이용금액계,카드이용건수계
20241110,일요일,4,다사611a439a,제과점,3914043,200
20241110,일요일,2,다사482a567b,편의점,145855,10
20241110,일요일,5,다사469a477b,기타요식,305392,31
20241110,일요일,1,다사593a516b,편의점,20309,5
20241110,일요일,5,다사665a444a,편의점,311746,28
20241110,일요일,6,다사466a428b,결제대행(PG),13512501,626
20241110,일요일,6,다사552a516a,편의점,223970,18
20241110,일요일,5,다사488a560a,한식,796171,7
20241110,일요일,5,다사416b473a,제과점,549177,55
20241110,일요일,5,다사608a519b,슈퍼마켓일반형,5132305,473
20241110,일요일,6,다사490a460a,슈퍼마켓일반형,118339,17
20241110,일요일,4,다사441b475a,한식,4748828,16
20241110,일요일,4,다사484b459a,한식,714975,10
20241110,일요일,6,다사478a459b,게임방/오락실,67854,12
20241110,일요일,3,다사533b532b,한식,79759,8
20241110,일요일,3,다사574a585b,가전,8867120,7
20241110,일요일,4,다사610b521b,ZZ_나머지,84877,17
20241110,일요일,5,다사574a518b,한식,371630,6
20241117,일요일,1,다사631a547a,편의점,43181,5
20241117,일요일,3,다사513a493b,편의점,245648,20
20241117,일요일,6,다사565a577b,편의점,193836,26
20241117,일요일,4,다사573b605b,농수산물,54125,5
20241117,일요일,1,다사628a556b,편의점,84552,13
20241117,일요일,4,다사519a422b,한식,1285385,17
20241117,일요일,4,다사588a438a,편의점,350431,13
20241117,일요일,2,다사534a526b,한식,158432,10
20241117,일요일,5,다사599b615b,한식,493046,61
20241117,일요일,3,다사652b443a,생활잡화/수입상품점,1783261,36
20241117,일요일,4,다사601b500b,커피전문점,217138,33
20241117,일요일,2,다사589b428a,편의점,21748,4
20241117,일요일,3,다사621b491a,제과점,959732,74
20241117,일요일,4,다사483b447a,정육점,260649,4
20241117,일요일,3,다사573b576b,한식,552242,6
20241117,일요일,5,다사589a609b,약국,543870,94
20241117,일요일,5,다사713a520a,기타식품,207108,33
20241117,일요일,3,다사596a561b,독서실,25420,7
20241117,일요일,2,다사642b550a,편의점,127785,10
20241117,일요일,4,다사637b505b,편의점,134558,31
20241117,일요일,5,다사480b506a,동물병원,6830959,25
20241117,일요일,3,다사611b576b,편의점,6464,6
20241117,일요일,1,다사518a424a,한식,638093,14
20241117,일요일,4,다사593a531a,편의점,391240,43
20241117,일요일,1,다사488b505a,한식,1751282,43
20241117,일요일,5,다사428b446b,슈퍼마켓일반형,2318691,141
20241117,일요일,3,다사434a475a,한식,204123,7
20241117,일요일,6,다사548a433b,편의점,266596,47
20241117,일요일,1,다사517b423a,ZZ_나머지,98607,15
20241117,일요일,2,다사405b522a,세탁소,72524,3
20241117,일요일,5,다사601a463a,편의점,664166,40
20241117,일요일,2,다사598a430a,편의점,76364,11
20241117,일요일,6,다사480a582b,편의점,435456,62
20241117,일요일,6,다사480a539b,실내/실외골프장,154738,6
20241117,일요일,5,다사580b532a,편의점,293792,21
20241117,일요일,2,다사510b551a,편의점,130134,28
20241117,일요일,1,다사610b617b,"모텔,여관,기타숙박",666922,4
20241117,일요일,4,다사551a521a,기타요식,100890,13
20241117,일요일,4,다사517b517b,양식,105940,4
20241117,일요일,5,다사417b513b,일식,289787,15
20241117,일요일,5,다사597b419a,일식,208434,6
20241117,일요일,4,다사636b452b,화원,112959,13
20241117,일요일,4,다사540a523b,한식,80088,5
20241117,일요일,5,다사630a487b,편의점,396024,77
20241117,일요일,5,다사588a626b,기타요식,32821,7
20241117,일요일,1,다사583a624a,편의점,120129,19
20241117,일요일,3,다사559b537a,양식,254593,7
20241117,일요일,5,다사595b588a,커피전문점,310190,89
20241117,일요일,2,다사581b448b,제과점,59675,4
20241117,일요일,5,다사596b518b,편의점,663781,95
20241117,일요일,5,다사491a541a,커피전문점,72545,29
20241117,일요일,6,다사596b429b,양식,1066221,11
20241117,일요일,5,다사615b463b,편의점,135698,20
20241117,일요일,4,다사601b451b,편의점,135639,16
20241117,일요일,2,다사589b556a,ZZ_나머지,23439,4
20241117,일요일,5,다사573a603b,슈퍼마켓일반형,37013,7
20241117,일요일,4,다사496b521b,한식,1348493,71
20241117,일요일,4,다사621b494a,중식,21702,5
20241117,일요일,4,다사580b467a,편의점,71816,16
20241117,일요일,5,다사623a509b,슈퍼마켓일반형,276265,29
20241117,일요일,3,다사542b430b,한식,979325,54
20241117,일요일,2,다사523b486b,편의점,38296,5
20241117,일요일,2,다사639a533b,슈퍼마켓일반형,109125,21
20241117,일요일,5,다사488a579a,약국,1301394,172
20241117,일요일,5,다사626a625b,정육점,767982,24
20241117,일요일,4,다사483b545a,기타요식,195868,4
20241117,일요일,6,다사689b430a,편의점,777199,81
20241117,일요일,4,다사489b570a,한식,126033,5
20241117,일요일,4,다사509a427a,주유소,1421192,48
20241117,일요일,3,다사695a503b,슈퍼마켓일반형,600585,7
20241117,일요일,4,다사658b459b,주유소,3211058,63
20241117,일요일,3,다사507a498b,기타유통,82219,13
20241117,일요일,5,다사492a480b,주유소,67611,7
20241117,일요일,3,다사484a519a,편의점,109289,15
20241117,일요일,5,다사538b514b,약국,53780,9
20241117,일요일,3,다사456a438a,일식,306239,18
20241117,일요일,5,다사499a570b,편의점,247603,54
20241117,일요일,6,다사616b491b,한식,797619,21
20241117,일요일,6,다사516a494a,편의점,76260,14
20241117,일요일,2,다사600a636a,한식,639059,23
20241117,일요일,4,다사398a431a,편의점,339252,64
20241117,일요일,3,다사488b505a,기타요식,220739,28
20241117,일요일,2,다사600a424a,편의점,168764,35
20241117,일요일,5,다사641a553a,대형마트,194076376,3099
20241117,일요일,3,다사491a515b,기타요식,6469178,377
20241117,일요일,5,다사581b574a,편의점,589580,45
20241117,일요일,5,다사686a484a,제과점,471950,29
20241117,일요일,3,다사578a610a,정육점,13103280,8
20241117,일요일,5,다사531b488a,기타요식,219962,45
20241117,일요일,5,다사668b421a,편의점,966401,224
20241117,일요일,2,다사570b512b,편의점,344739,44
20241117,일요일,6,다사569a437b,한식,6215314,114
20241117,일요일,6,다사643b560b,기타요식,785757,8
20241117,일요일,6,다사670a488b,기타식품,9504,6
20241117,일요일,3,다사570a614a,한식,141362,8
20241117,일요일,3,다사470a393b,화원,69730,6
20241117,일요일,6,다사674b503a,기타요식,365134,8
20241117,일요일,6,다사520b530b,편의점,506136,64
20241117,일요일,3,다사479a539a,기타요식,186696,13
20241117,일요일,6,다사576a467b,커피전문점,94945,12
20241117,일요일,4,다사574b461b,슈퍼마켓일반형,261406,25
20241117,일요일,6,다사577a585a,슈퍼마켓일반형,809801,54
20241117,일요일,5,다사471a388b,정육점,155174,7
20241117,일요일,6,다사653b463a,편의점,155255,16
20241117,일요일,4,다사510a461b,게임방/오락실,153379,40
20241117,일요일,6,다사591b475a,기타요식,250051,13
20241117,일요일,6,다사503a509b,한식,419684,26
20241117,일요일,3,다사483b504b,편의점,43465,38
20241117,일요일,4,다사484b544a,의복/의류,371067,11
20241117,일요일,4,다사438b510b,스포츠/레저용품,363185,6
20241117,일요일,5,다사483b556b,커피전문점,130219,14
20241117,일요일,6,다사483a516b,편의점,165504,16
20241117,일요일,5,다사486a572b,한식,825543,15
20241117,일요일,2,다사549b490a,기타요식,18574,3
20241117,일요일,3,다사657b458a,편의점,142088,43
20241117,일요일,4,다사629b582b,제과점,700016,27
20241117,일요일,1,다사628a559a,노래방,7469,3
20241117,일요일,2,다사406b444b,기타요식,43432,4
20241117,일요일,4,다사616a572a,일식,1595616,15
20241117,일요일,5,다사497b524a,생활잡화/수입상품점,565469,87
20241117,일요일,3,다사626b582b,ZZ_나머지,100350,7
20241117,일요일,2,다사479b504b,기타요식,95121,4
20241117,일요일,4,다사634b508a,커피전문점,109307,12
20241117,일요일,4,다사603b449b,한식,1659078,45
20241117,일요일,4,다사581b599a,스포츠시설,1781267,142
20241117,일요일,6,다사457b473a,편의점,240503,14
20241117,일요일,4,다사613a623a,기타유통,62819,14
20241117,일요일,4,다사599a451a,기타요식,76597,14
20241117,일요일,5,다사599a527b,패스트푸드,91859,6
20241117,일요일,3,다사672a499b,제과점,334612,21
20241117,일요일,5,다사490a529a,일식,302939,8
20241117,일요일,5,다사636b579b,편의점,523352,67
20241117,일요일,3,다사498b566a,ZZ_나머지,33504,7
20241117,일요일,4,다사598b454a,ZZ_나머지,697162,41
20241117,일요일,4,다사494b446b,기타요식,105053,6
20241117,일요일,4,다사659a461a,농수산물,392991,6
20241117,일요일,4,다사529a478b,미용실,221004,12
20241117,일요일,2,다사599a655b,한식,116628,4
20241117,일요일,1,다사628b587a,게임방/오락실,241976,11
20241117,일요일,5,다사476a421b,기타요식,158291,8
20241117,일요일,4,다사470b534a,커피전문점,522760,41
20241117,일요일,4,다사564b456b,ZZ_나머지,24728,6
20241117,일요일,6,다사563a524a,한식,1575240,35
20241117,일요일,3,다사518b422b,ZZ_나머지,55578,13
20241117,일요일,2,다사510a524b,한식,471109,18
20241117,일요일,3,다사627b508b,기타요식,369136,7
20241117,일요일,3,다사605a547b,ZZ_나머지,58611,17
20241117,일요일,3,다사580a451b,패스트푸드,1499404,126
20241117,일요일,6,다사600b467a,ZZ_나머지,29395,6
20241117,일요일,5,다사632a508a,한식,2659824,38
20241117,일요일,6,다사569b456b,양식,3758509,21
20241117,일요일,4,다사579a467a,기타요식,508753,17
20241117,일요일,4,다사500a496b,한식,1425754,32
20241117,일요일,4,다사599a498a,제과점,53761,7
20241117,일요일,4,다사578b603a,생활잡화/수입상품점,205620,7
20241117,일요일,5,다사515a449b,생활잡화/수입상품점,2748195,138
20241117,일요일,5,다사440a500b,정육점,1502515,66
20241117,일요일,6,다사668a432b,한식,339756,8
20241117,일요일,6,다사527b511a,노래방,257482,14
20241117,일요일,6,다사583a440b,편의점,362175,63
20241117,일요일,5,다사420a467a,한식,296382,18
20241117,일요일,3,다사591a630a,정육점,721788,30
20241117,일요일,3,다사465b461a,미용실,314191,8
20241117,일요일,1,다사554a484b,한식,362348,31
20241117,일요일,4,다사469a428b,기타요식,259816,28
20241117,일요일,3,다사640b575a,한식,346260,25
20241117,일요일,1,다사561a520a,편의점,23554,3
20241117,일요일,4,다사587a570a,한식,718571,7
20241117,일요일,6,다사623a547b,슈퍼마켓일반형,36789,7
20241117,일요일,5,다사607b448b,기타요식,2237843,20
20241117,일요일,2,다사642a546b,편의점,224340,38
20241117,일요일,2,다사453a427a,한의원,11876,4
20241117,일요일,4,다사684b502b,한식,576381,10
20241117,일요일,2,다사512a461a,커피전문점,23283,3
20241117,일요일,5,다사516a425a,기타요식,608401,114
20241117,일요일,1,다사492a537a,노래방,15974,4
20241117,일요일,5,다사511a543b,편의점,832841,115
20241117,일요일,5,다사566b628b,ZZ_나머지,13989338,68
20241117,일요일,4,다사490b532b,제과점,783448,48
20241117,일요일,1,다사569a429b,한식,348646,7
20241117,일요일,4,다사587a544b,ZZ_나머지,204106,5
20241117,일요일,3,다사623a625a,편의점,56379,17
20241117,일요일,4,다사611a439a,제과점,4520627,171
20241117,일요일,2,다사482a567b,편의점,110946,9
20241117,일요일,5,다사469a477b,기타요식,292590,21
20241117,일요일,1,다사593a516b,편의점,17726,6
20241117,일요일,5,다사665a444a,편의점,352221,31
20241117,일요일,6,다사466a428b,결제대행(PG),11380942,478
20241117,일요일,6,다사552a516a,편의점,254040,22
20241117,일요일,5,다사488a560a,한식,523421,7
20241117,일요일,5,다사416b473a,제과점,639405,61
20241117,일요일,5,다사608a519b,슈퍼마켓일반형,3892471,409
20241117,일요일,6,다사490a460a,슈퍼마켓일반형,113634,16
20241117,일요일,4,다사441b475a,한식,4262615,11
20241117,일요일,4,다사484b459a,한식,645032,10
20241117,일요일,6,다사478a459b,게임방/오락실,53837,10
20241117,일요일,3,다사533b532b,한식,64900,8
20241117,일요일,3,다사574a585b,가전,8131566,9
20241117,일요일,4,다사610b521b,ZZ_나머지,96304,23
20241117,일요일,5,다사574a518b,한식,451977,7
20241124,일요일,1,다사631a547a,편의점,80171,10
20241124,일요일,3,다사513a493b,편의점,251352,21
20241124,일요일,6,다사565a577b,편의점,352569,55
20241124,일요일,4,다사573b605b,농수산물,68026,7
20241124,일요일,1,다사628a556b,편의점,192401,32
20241124,일요일,4,다사519a422b,한식,1297047,16
20241124,일요일,4,다사588a438a,편의점,316529,19
20241124,일요일,2,다사534a526b,한식,247388,15
20241124,일요일,5,다사599b615b,한식,576192,80
20241124,일요일,3,다사652b443a,생활잡화/수입상품점,1393281,29
20241124,일요일,4,다사601b500b,커피전문점,258590,36
20241124,일요일,2,다사589b428a,편의점,33577,7
20241124,일요일,3,다사621b491a,제과점,1188659,63
20241124,일요일,4,다사483b447a,정육점,344373,7
20241124,일요일,3,다사573b576b,한식,655570,7
20241124,일요일,5,다사589a609b,약국,533151,101
20241124,일요일,5,다사713a520a,기타식품,289946,46
20241124,일요일,3,다사596a561b,독서실,35953,9
20241124,일요일,2,다사642b550a,편의점,146913,12
20241124,일요일,4,다사637b505b,편의점,140641,37
20241124,일요일,5,다사480b506a,동물병원,11062171,40
20241124,일요일,3,다사611b576b,편의점,9393,10
20241124,일요일,1,다사518a424a,한식,624014,10
20241124,일요일,4,다사593a531a,편의점,460528,61
20241124,일요일,1,다사488b505a,한식,2394974,44
20241124,일요일,5,다사428b446b,슈퍼마켓일반형,2514673,144
20241124,일요일,3,다사434a475a,한식,289423,9
20241124,일요일,6,다사548a433b,편의점,377286,48
20241124,일요일,1,다사517b423a,ZZ_나머지,151955,19
20241124,일요일,2,다사405b522a,세탁소,110800,3
20241124,일요일,5,다사601a463a,편의점,634022,54
20241124,일요일,2,다사598a430a,편의점,147954,12
20241124,일요일,6,다사480a582b,편의점,449285,57
20241124,일요일,6,다사480a539b,실내/실외골프장,186438,9
20241124,일요일,5,다사580b532a,편의점,440514,37
20241124,일요일,2,다사510b551a,편의점,159845,30
20241124,일요일,1,다사610b617b,"모텔,여관,기타숙박",600052,4
20241124,일요일,4,다사551a521a,기타요식,141033,18
20241124,일요일,4,다사517b517b,양식,106298,5
20241124,일요일,5,다사417b513b,일식,388431,21
20241124,일요일,5,다사597b419a,일식,210447,7
20241124,일요일,4,다사636b452b,화원,171968,16
20241124,일요일,4,다사540a523b,한식,74525,6
20241124,일요일,5,다사630a487b,편의점,505458,101
20241124,일요일,5,다사588a626b,기타요식,37030,11
20241124,일요일,1,다사583a624a,편의점,239282,27
20241124,일요일,3,다사559b537a,양식,473892,9
20241124,일요일,5,다사595b588a,커피전문점,295706,88
20241124,일요일,2,다사581b448b,제과점,86381,5
20241124,일요일,5,다사596b518b,편의점,850126,78
20241124,일요일,5,다사491a541a,커피전문점,76995,31
20241124,일요일,6,다사596b429b,양식,1105098,18
20241124,일요일,5,다사615b463b,편의점,125800,21
20241124,일요일,4,다사601b451b,편의점,236407,27
20241124,일요일,2,다사589b556a,ZZ_나머지,29770,6
20241124,일요일,5,다사573a603b,슈퍼마켓일반형,39720,9
20241124,일요일,4,다사496b521b,한식,1795458,118
20241124,일요일,4,다사621b494a,중식,30183,6
20241124,일요일,4,다사580b467a,편의점,108654,24
20241124,일요일,5,다사623a509b,슈퍼마켓일반형,363804,53
20241124,일요일,3,다사542b430b,한식,1169640,73
20241124,일요일,2,다사523b486b,편의점,38406,4
20241124,일요일,2,다사639a533b,슈퍼마켓일반형,135194,20
20241124,일요일,5,다사488a579a,약국,1642917,191
20241124,일요일,5,다사626a625b,정육점,1007600,29
20241124,일요일,4,다사483b545a,기타요식,175107,7
20241124,일요일,6,다사689b430a,편의점,1090210,102
20241124,일요일,4,다사489b570a,한식,115583,7
20241124,일요일,4,다사509a427a,주유소,2555161,57
20241124,일요일,3,다사695a503b,슈퍼마켓일반형,743388,8
20241124,일요일,4,다사658b459b,주유소,4927846,108
20241124,일요일,3,다사507a498b,기타유통,110177,19
20241124,일요일,5,다사492a480b,주유소,76561,10
20241124,일요일,3,다사484a519a,편의점,128044,15
20241124,일요일,5,다사538b514b,약국,51215,8
20241124,일요일,3,다사456a438a,일식,293256,17
20241124,일요일,5,다사499a570b,편의점,307753,67
20241124,일요일,6,다사616b491b,한식,772950,27
20241124,일요일,6,다사516a494a,편의점,81174,17
20241124,일요일,2,다사600a636a,한식,610199,27
20241124,일요일,4,다사398a431a,편의점,561984,72
20241124,일요일,3,다사488b505a,기타요식,236017,33
20241124,일요일,2,다사600a424a,편의점,178661,38
20241124,일요일,5,다사641a553a,대형마트,224966708,3649
20241124,일요일,3,다사491a515b,기타요식,7982811,515
20241124,일요일,5,다사581b574a,편의점,843724,51
20241124,일요일,5,다사686a484a,제과점,453130,35
20241124,일요일,3,다사578a610a,정육점,18840413,10
20241124,일요일,5,다사531b488a,기타요식,230942,53
20241124,일요일,5,다사668b421a,편의점,1246395,252
20241124,일요일,2,다사570b512b,편의점,267089,41
20241124,일요일,6,다사569a437b,한식,6400320,121
20241124,일요일,6,다사643b560b,기타요식,823481,7
20241124,일요일,6,다사670a488b,기타식품,14682,9
20241124,일요일,3,다사570a614a,한식,180668,10
20241124,일요일,3,다사470a393b,화원,75790,8
20241124,일요일,6,다사674b503a,기타요식,390896,6
20241124,일요일,6,다사520b530b,편의점,659313,86
20241124,일요일,3,다사479a539a,기타요식,246415,15
20241124,일요일,6,다사576a467b,커피전문점,116533,17
20241124,일요일,4,다사574b461b,슈퍼마켓일반형,274463,27
20241124,일요일,6,다사577a585a,슈퍼마켓일반형,678768,65
20241124,일요일,5,다사471a388b,정육점,211883,10
20241124,일요일,6,다사653b463a,편의점,193758,24
20241124,일요일,4,다사510a461b,게임방/오락실,164129,31
20241124,일요일,6,다사591b475a,기타요식,295543,21
20241124,일요일,6,다사503a509b,한식,499567,31
20241124,일요일,3,다사483b504b,편의점,37827,37
20241124,일요일,4,다사484b544a,의복/의류,452656,13
20241124,일요일,4,다사438b510b,스포츠/레저용품,452206,7
20241124,일요일,5,다사483b556b,커피전문점,142919,17
20241124,일요일,6,다사483a516b,편의점,160424,19
20241124,일요일,5,다사486a572b,한식,1239178,21
20241124,일요일,2,다사549b490a,기타요식,33327,5
20241124,일요일,3,다사657b458a,편의점,111356,46
20241124,일요일,4,다사629b582b,제과점,533322,33
20241124,일요일,1,다사628a559a,노래방,12794,4
20241124,일요일,2,다사406b444b,기타요식,57312,6
20241124,일요일,4,다사616a572a,일식,1365223,17
20241124,일요일,5,다사497b524a,생활잡화/수입상품점,780690,110
20241124,일요일,3,다사626b582b,ZZ_나머지,104890,10
20241124,일요일,2,다사479b504b,기타요식,167921,5
20241124,일요일,4,다사634b508a,커피전문점,138329,14
20241124,일요일,4,다사603b449b,한식,2712034,61
20241124,일요일,4,다사581b599a,스포츠시설,2330064,137
20241124,일요일,6,다사457b473a,편의점,214188,16
20241124,일요일,4,다사613a623a,기타유통,60267,13
20241124,일요일,4,다사599a451a,기타요식,108635,19
20241124,일요일,5,다사599a527b,패스트푸드,129498,10
20241124,일요일,3,다사672a499b,제과점,383385,26
20241124,일요일,5,다사490a529a,일식,446212,9
20241124,일요일,5,다사636b579b,편의점,731215,92
20241124,일요일,3,다사498b566a,ZZ_나머지,59772,10
20241124,일요일,4,다사598b454a,ZZ_나머지,628130,42
20241124,일요일,4,다사494b446b,기타요식,115579,6
20241124,일요일,4,다사659a461a,농수산물,538919,6
20241124,일요일,4,다사529a478b,미용실,245197,15
20241124,일요일,2,다사599a655b,한식,237920,7
20241124,일요일,1,다사628b587a,게임방/오락실,376156,14
20241124,일요일,5,다사476a421b,기타요식,153753,8
20241124,일요일,4,다사470b534a,커피전문점,494300,59
20241124,일요일,4,다사564b456b,ZZ_나머지,30849,5
20241124,일요일,6,다사563a524a,한식,2083415,42
20241124,일요일,3,다사518b422b,ZZ_나머지,67319,23
20241124,일요일,2,다사510a524b,한식,734336,30
20241124,일요일,3,다사627b508b,기타요식,282773,7
20241124,일요일,3,다사605a547b,ZZ_나머지,85097,20
20241124,일요일,3,다사580a451b,패스트푸드,1225311,136
20241124,일요일,6,다사600b467a,ZZ_나머지,38031,7
20241124,일요일,5,다사632a508a,한식,2801848,43
20241124,일요일,6,다사569b456b,양식,4846891,22
20241124,일요일,4,다사579a467a,기타요식,740519,21
20241124,일요일,4,다사500a496b,한식,1359772,37
20241124,일요일,4,다사599a498a,제과점,51203,6
20241124,일요일,4,다사578b603a,생활잡화/수입상품점,252268,8
20241124,일요일,5,다사515a449b,생활잡화/수입상품점,2690640,120
20241124,일요일,5,다사440a500b,정육점,1375158,66
20241124,일요일,6,다사668a432b,한식,487517,9
20241124,일요일,6,다사527b511a,노래방,264404,16
20241124,일요일,6,다사583a440b,편의점,403615,64
20241124,일요일,5,다사420a467a,한식,344400,21
20241124,일요일,3,다사591a630a,정육점,589743,38
20241124,일요일,3,다사465b461a,미용실,396391,10
20241124,일요일,1,다사554a484b,한식,759752,39
20241124,일요일,4,다사469a428b,기타요식,441856,33
20241124,일요일,3,다사640b575a,한식,452847,30
20241124,일요일,1,다사561a520a,편의점,25306,3
20241124,일요일,4,다사587a570a,한식,537544,6
20241124,일요일,6,다사623a547b,슈퍼마켓일반형,44397,9
20241124,일요일,5,다사607b448b,기타요식,1906892,19
20241124,일요일,2,다사642a546b,편의점,229410,36
20241124,일요일,2,다사453a427a,한의원,15977,7
20241124,일요일,4,다사684b502b,한식,769550,16
20241124,일요일,2,다사512a461a,커피전문점,36789,5
20241124,일요일,5,다사516a425a,기타요식,763297,112
20241124,일요일,1,다사492a537a,노래방,15642,4
20241124,일요일,5,다사511a543b,편의점,606824,81
20241124,일요일,5,다사566b628b,ZZ_나머지,17471477,69
20241124,일요일,4,다사490b532b,제과점,1190152,79
20241124,일요일,1,다사569a429b,한식,363910,7
20241124,일요일,4,다사587a544b,ZZ_나머지,259468,6
20241124,일요일,3,다사623a625a,편의점,63465,21
20241124,일요일,4,다사611a439a,제과점,4921123,236
20241124,일요일,2,다사482a567b,편의점,201553,15
20241124,일요일,5,다사469a477b,기타요식,419965,23
20241124,일요일,1,다사593a516b,편의점,32708,8
20241124,일요일,5,다사665a444a,편의점,279605,27
20241124,일요일,6,다사466a428b,결제대행(PG),11211524,451
20241124,일요일,6,다사552a516a,편의점,321812,25
20241124,일요일,5,다사488a560a,한식,629320,9
20241124,일요일,5,다사416b473a,제과점,717017,57
20241124,일요일,5,다사608a519b,슈퍼마켓일반형,5647823,561
20241124,일요일,6,다사490a460a,슈퍼마켓일반형,126412,17
20241124,일요일,4,다사441b475a,한식,4509292,13
20241124,일요일,4,다사484b459a,한식,697305,16
20241124,일요일,6,다사478a459b,게임방/오락실,66635,14
20241124,일요일,3,다사533b532b,한식,77962,9
20241124,일요일,3,다사574a585b,가전,10894415,10
20241124,일요일,4,다사610b521b,ZZ_나머지,128396,28
20241124,일요일,5,다사574a518b,한식,373618,9
20241201,일요일,1,다사631a547a,편의점,57071,7
20241201,일요일,3,다사513a493b,편의점,191900,19
20241201,일요일,6,다사565a577b,편의점,236331,42
20241201,일요일,4,다사573b605b,농수산물,78147,6
20241201,일요일,1,다사628a556b,편의점,150201,29
20241201,일요일,4,다사519a422b,한식,1070866,12
20241201,일요일,4,다사588a438a,편의점,322716,16
20241201,일요일,2,다사534a526b,한식,185748,11
20241201,일요일,5,다사599b615b,한식,413645,70
20241201,일요일,3,다사652b443a,생활잡화/수입상품점,1457975,35
20241201,일요일,4,다사601b500b,커피전문점,221959,24
20241201,일요일,2,다사589b428a,편의점,17783,4
20241201,일요일,3,다사621b491a,제과점,1228293,67
20241201,일요일,4,다사483b447a,정육점,282993,7
20241201,일요일,3,다사573b576b,한식,710001,10
20241201,일요일,5,다사589a609b,약국,647419,107
20241201,일요일,5,다사713a520a,기타식품,247811,44
20241201,일요일,3,다사596a561b,독서실,39584,9
20241201,일요일,2,다사642b550a,편의점,132117,12
20241201,일요일,4,다사637b505b,편의점,110498,26
20241201,일요일,5,다사480b506a,동물병원,7473471,34
20241201,일요일,3,다사611b576b,편의점,10344,9
20241201,일요일,1,다사518a424a,한식,1005864,16
20241201,일요일,4,다사593a531a,편의점,283010,48
20241201,일요일,1,다사488b505a,한식,1986919,46
20241201,일요일,5,다사428b446b,슈퍼마켓일반형,2341769,150
20241201,일요일,3,다사434a475a,한식,316532,8
20241201,일요일,6,다사548a433b,편의점,287565,51
20241201,일요일,1,다사517b423a,ZZ_나머지,112287,20
20241201,일요일,2,다사405b522a,세탁소,104954,4
20241201,일요일,5,다사601a463a,편의점,616979,52
20241201,일요일,2,다사598a430a,편의점,113965,13
20241201,일요일,6,다사480a582b,편의점,626246,62
20241201,일요일,6,다사480a539b,실내/실외골프장,189924,6
20241201,일요일,5,다사580b532a,편의점,325685,30
20241201,일요일,2,다사510b551a,편의점,150185,29
20241201,일요일,1,다사610b617b,"모텔,여관,기타숙박",621037,7
20241201,일요일,4,다사551a521a,기타요식,141697,13
20241201,일요일,4,다사517b517b,양식,159431,8
20241201,일요일,5,다사417b513b,일식,281691,20
20241201,일요일,5,다사597b419a,일식,211469,8
20241201,일요일,4,다사636b452b,화원,139955,17
20241201,일요일,4,다사540a523b,한식,70458,7
20241201,일요일,5,다사630a487b,편의점,524051,78
20241201,일요일,5,다사588a626b,기타요식,33012,7
20241201,일요일,1,다사583a624a,편의점,221955,41
20241201,일요일,3,다사559b537a,양식,429739,9
20241201,일요일,5,다사595b588a,커피전문점,321531,82
20241201,일요일,2,다사581b448b,제과점,88806,6
20241201,일요일,5,다사596b518b,편의점,669592,109
20241201,일요일,5,다사491a541a,커피전문점,92613,24
20241201,일요일,6,다사596b429b,양식,1379121,21
20241201,일요일,5,다사615b463b,편의점,165594,21
20241201,일요일,4,다사601b451b,편의점,157930,22
20241201,일요일,2,다사589b556a,ZZ_나머지,24633,6
20241201,일요일,5,다사573a603b,슈퍼마켓일반형,54105,9
20241201,일요일,4,다사496b521b,한식,1751312,92
20241201,일요일,4,다사621b494a,중식,22449,6
20241201,일요일,4,다사580b467a,편의점,73887,20
20241201,일요일,5,다사623a509b,슈퍼마켓일반형,361988,42
20241201,일요일,3,다사542b430b,한식,1178554,53
20241201,일요일,2,다사523b486b,편의점,55622,5
20241201,일요일,2,다사639a533b,슈퍼마켓일반형,106484,19
20241201,일요일,5,다사488a579a,약국,1485045,161
20241201,일요일,5,다사626a625b,정육점,1234298,27
20241201,일요일,4,다사483b545a,기타요식,209874,5
20241201,일요일,6,다사689b430a,편의점,875110,82
20241201,일요일,4,다사489b570a,한식,144550,7
20241201,일요일,4,다사509a427a,주유소,2736845,75
20241201,일요일,3,다사695a503b,슈퍼마켓일반형,640089,7
20241201,일요일,4,다사658b459b,주유소,5539166,79
20241201,일요일,3,다사507a498b,기타유통,87936,15
20241201,일요일,5,다사492a480b,주유소,72704,7
20241201,일요일,3,다사484a519a,편의점,138998,18
20241201,일요일,5,다사538b514b,약국,59018,7
20241201,일요일,3,다사456a438a,일식,308480,20
20241201,일요일,5,다사499a570b,편의점,322125,51
20241201,일요일,6,다사616b491b,한식,815242,24
20241201,일요일,6,다사516a494a,편의점,106010,16
20241201,일요일,2,다사600a636a,한식,858856,39
20241201,일요일,4,다사398a431a,편의점,504282,61
20241201,일요일,3,다사488b505a,기타요식,224321,36
20241201,일요일,2,다사600a424a,편의점,181755,34
20241201,일요일,5,다사641a553a,대형마트,209226620,3469
20241201,일요일,3,다사491a515b,기타요식,7898405,531
20241201,일요일,5,다사581b574a,편의점,692754,72
20241201,일요일,5,다사686a484a,제과점,390594,43
20241201,일요일,3,다사578a610a,정육점,14376836,6
20241201,일요일,5,다사531b488a,기타요식,233740,53
20241201,일요일,5,다사668b421a,편의점,1086230,228
20241201,일요일,2,다사570b512b,편의점,287085,33
20241201,일요일,6,다사569a437b,한식,6933539,94
20241201,일요일,6,다사643b560b,기타요식,604037,7
20241201,일요일,6,다사670a488b,기타식품,14087,7
20241201,일요일,3,다사570a614a,한식,121882,7
