기준일자,요일,시간대,격자_50,업종대분류,카드이용금액계,카드이용건수계
20240526,일요일,4,다사500a496b,한식,1115409,25
20240526,일요일,4,다사599a498a,제과점,44280,6
20240526,일요일,4,다사578b603a,생활잡화/수입상품점,175807,5
20240526,일요일,5,다사515a449b,생활잡화/수입상품점,2032422,142
20240526,일요일,5,다사440a500b,정육점,1343859,44
20240526,일요일,6,다사668a432b,한식,327113,8
20240526,일요일,6,다사527b511a,노래방,307522,12
20240526,일요일,6,다사583a440b,편의점,325374,65
20240526,일요일,5,다사420a467a,한식,378755,21
20240526,일요일,3,다사591a630a,정육점,728555,37
20240526,일요일,3,다사465b461a,미용실,236846,6
20240526,일요일,1,다사554a484b,한식,345722,25
20240526,일요일,4,다사469a428b,기타요식,362313,21
20240526,일요일,3,다사640b575a,한식,396642,35
20240526,일요일,1,다사561a520a,편의점,28048,4
20240526,일요일,4,다사587a570a,한식,671390,7
20240526,일요일,6,다사623a547b,슈퍼마켓일반형,41668,6
20240526,일요일,5,다사607b448b,기타요식,1777864,23
20240526,일요일,2,다사642a546b,편의점,334873,37
20240526,일요일,2,다사453a427a,한의원,10642,5
20240526,일요일,4,다사684b502b,한식,596930,16
20240526,일요일,2,다사512a461a,커피전문점,28066,6
20240526,일요일,5,다사516a425a,기타요식,854787,99
20240526,일요일,1,다사492a537a,노래방,20934,4
20240526,일요일,5,다사511a543b,편의점,668825,85
20240526,일요일,5,다사566b628b,ZZ_나머지,15461746,72
20240526,일요일,4,다사490b532b,제과점,995783,54
20240526,일요일,1,다사569a429b,한식,303182,5
20240526,일요일,4,다사587a544b,ZZ_나머지,254015,5
20240526,일요일,3,다사623a625a,편의점,43421,18
20240526,일요일,4,다사611a439a,제과점,5379618,204
20240526,일요일,2,다사482a567b,편의점,137511,9
20240526,일요일,5,다사469a477b,기타요식,439629,33
20240526,일요일,1,다사593a516b,편의점,15731,5
20240526,일요일,5,다사665a444a,편의점,293712,21
20240526,일요일,6,다사466a428b,결제대행(PG),16533398,560
20240526,일요일,6,다사552a516a,편의점,242977,22
20240526,일요일,5,다사488a560a,한식,690569,10
20240526,일요일,5,다사416b473a,제과점,837920,55
20240526,일요일,5,다사608a519b,슈퍼마켓일반형,3714311,312
20240526,일요일,6,다사490a460a,슈퍼마켓일반형,91245,13
20240526,일요일,4,다사441b475a,한식,4969603,16
20240526,일요일,4,다사484b459a,한식,658560,16
20240526,일요일,6,다사478a459b,게임방/오락실,55507,15
20240526,일요일,3,다사533b532b,한식,77561,7
20240526,일요일,3,다사574a585b,가전,7001530,8
20240526,일요일,4,다사610b521b,ZZ_나머지,110387,26
20240526,일요일,5,다사574a518b,한식,310847,8
20240602,일요일,1,다사631a547a,편의점,61810,6
20240602,일요일,3,다사513a493b,편의점,185251,19
20240602,일요일,6,다사565a577b,편의점,322921,35
20240602,일요일,4,다사573b605b,농수산물,62458,6
20240602,일요일,1,다사628a556b,편의점,139910,17
20240602,일요일,4,다사519a422b,한식,1491030,18
20240602,일요일,4,다사588a438a,편의점,400667,18
20240602,일요일,2,다사534a526b,한식,209736,10
20240602,일요일,5,다사599b615b,한식,387137,76
20240602,일요일,3,다사652b443a,생활잡화/수입상품점,1553963,36
20240602,일요일,4,다사601b500b,커피전문점,213126,28
20240602,일요일,2,다사589b428a,편의점,22670,6
20240602,일요일,3,다사621b491a,제과점,1012703,66
20240602,일요일,4,다사483b447a,정육점,381680,8
20240602,일요일,3,다사573b576b,한식,525796,6
20240602,일요일,5,다사589a609b,약국,589429,107
20240602,일요일,5,다사713a520a,기타식품,241599,54
20240602,일요일,3,다사596a561b,독서실,31137,7
20240602,일요일,2,다사642b550a,편의점,126965,15
20240602,일요일,4,다사637b505b,편의점,146231,33
20240602,일요일,5,다사480b506a,동물병원,9179080,29
20240602,일요일,3,다사611b576b,편의점,10078,8
20240602,일요일,1,다사518a424a,한식,610706,8
20240602,일요일,4,다사593a531a,편의점,388571,67
20240602,일요일,1,다사488b505a,한식,1674240,30
20240602,일요일,5,다사428b446b,슈퍼마켓일반형,2698166,157
20240602,일요일,3,다사434a475a,한식,237288,8
20240602,일요일,6,다사548a433b,편의점,347893,40
20240602,일요일,1,다사517b423a,ZZ_나머지,98550,16
20240602,일요일,2,다사405b522a,세탁소,85160,5
20240602,일요일,5,다사601a463a,편의점,913861,57
20240602,일요일,2,다사598a430a,편의점,98329,12
20240602,일요일,6,다사480a582b,편의점,646021,77
20240602,일요일,6,다사480a539b,실내/실외골프장,215430,6
20240602,일요일,5,다사580b532a,편의점,290563,24
20240602,일요일,2,다사510b551a,편의점,192209,33
20240602,일요일,1,다사610b617b,"모텔,여관,기타숙박",414355,3
20240602,일요일,4,다사551a521a,기타요식,144313,18
20240602,일요일,4,다사517b517b,양식,137805,7
20240602,일요일,5,다사417b513b,일식,328698,16
20240602,일요일,5,다사597b419a,일식,245416,7
20240602,일요일,4,다사636b452b,화원,110325,10
20240602,일요일,4,다사540a523b,한식,73143,7
20240602,일요일,5,다사630a487b,편의점,699782,107
20240602,일요일,5,다사588a626b,기타요식,27722,10
20240602,일요일,1,다사583a624a,편의점,321041,37
20240602,일요일,3,다사559b537a,양식,369600,8
20240602,일요일,5,다사595b588a,커피전문점,220750,84
20240602,일요일,2,다사581b448b,제과점,66124,4
20240602,일요일,5,다사596b518b,편의점,1041212,115
20240602,일요일,5,다사491a541a,커피전문점,71804,26
20240602,일요일,6,다사596b429b,양식,1097499,19
20240602,일요일,5,다사615b463b,편의점,133194,21
20240602,일요일,4,다사601b451b,편의점,182898,27
20240602,일요일,2,다사589b556a,ZZ_나머지,30320,6
20240602,일요일,5,다사573a603b,슈퍼마켓일반형,48770,9
20240602,일요일,4,다사496b521b,한식,1399549,85
20240602,일요일,4,다사621b494a,중식,32051,5
20240602,일요일,4,다사580b467a,편의점,112806,27
20240602,일요일,5,다사623a509b,슈퍼마켓일반형,356398,34
20240602,일요일,3,다사542b430b,한식,1019069,74
20240602,일요일,2,다사523b486b,편의점,68191,8
20240602,일요일,2,다사639a533b,슈퍼마켓일반형,150511,22
20240602,일요일,5,다사488a579a,약국,1753723,191
20240602,일요일,5,다사626a625b,정육점,866467,19
20240602,일요일,4,다사483b545a,기타요식,214849,6
20240602,일요일,6,다사689b430a,편의점,764925,88
20240602,일요일,4,다사489b570a,한식,100264,6
20240602,일요일,4,다사509a427a,주유소,2552971,61
20240602,일요일,3,다사695a503b,슈퍼마켓일반형,795561,8
20240602,일요일,4,다사658b459b,주유소,5498188,86
20240602,일요일,3,다사507a498b,기타유통,109091,16
20240602,일요일,5,다사492a480b,주유소,56088,6
20240602,일요일,3,다사484a519a,편의점,166759,23
20240602,일요일,5,다사538b514b,약국,44246,8
20240602,일요일,3,다사456a438a,일식,266113,19
20240602,일요일,5,다사499a570b,편의점,385392,61
20240602,일요일,6,다사616b491b,한식,966562,19
20240602,일요일,6,다사516a494a,편의점,109843,18
20240602,일요일,2,다사600a636a,한식,581748,21
20240602,일요일,4,다사398a431a,편의점,383674,70
20240602,일요일,3,다사488b505a,기타요식,233531,29
20240602,일요일,2,다사600a424a,편의점,267557,42
20240602,일요일,5,다사641a553a,대형마트,186772181,3627
20240602,일요일,3,다사491a515b,기타요식,5789551,453
20240602,일요일,5,다사581b574a,편의점,679030,67
20240602,일요일,5,다사686a484a,제과점,503859,44
20240602,일요일,3,다사578a610a,정육점,14816582,6
20240602,일요일,5,다사531b488a,기타요식,233372,52
20240602,일요일,5,다사668b421a,편의점,1120724,217
20240602,일요일,2,다사570b512b,편의점,346144,39
20240602,일요일,6,다사569a437b,한식,7356117,89
20240602,일요일,6,다사643b560b,기타요식,780219,6
20240602,일요일,6,다사670a488b,기타식품,12768,7
20240602,일요일,3,다사570a614a,한식,152984,8
20240602,일요일,3,다사470a393b,화원,65685,7
20240602,일요일,6,다사674b503a,기타요식,392878,9
20240602,일요일,6,다사520b530b,편의점,852766,89
20240602,일요일,3,다사479a539a,기타요식,274937,15
20240602,일요일,6,다사576a467b,커피전문점,91762,18
20240602,일요일,4,다사574b461b,슈퍼마켓일반형,292985,27
20240602,일요일,6,다사577a585a,슈퍼마켓일반형,868045,68
20240602,일요일,5,다사471a388b,정육점,125098,6
20240602,일요일,6,다사653b463a,편의점,253323,33
20240602,일요일,4,다사510a461b,게임방/오락실,163092,37
20240602,일요일,6,다사591b475a,기타요식,307747,15
20240602,일요일,6,다사503a509b,한식,481952,24
20240602,일요일,3,다사483b504b,편의점,40682,27
20240602,일요일,4,다사484b544a,의복/의류,431544,17
20240602,일요일,4,다사438b510b,스포츠/레저용품,403613,6
20240602,일요일,5,다사483b556b,커피전문점,132732,26
20240602,일요일,6,다사483a516b,편의점,221386,18
20240602,일요일,5,다사486a572b,한식,930315,19
20240602,일요일,2,다사549b490a,기타요식,29739,4
20240602,일요일,3,다사657b458a,편의점,151733,53
20240602,일요일,4,다사629b582b,제과점,603445,46
20240602,일요일,1,다사628a559a,노래방,7703,3
20240602,일요일,2,다사406b444b,기타요식,43948,4
20240602,일요일,4,다사616a572a,일식,1345635,11
20240602,일요일,5,다사497b524a,생활잡화/수입상품점,550587,82
20240602,일요일,3,다사626b582b,ZZ_나머지,86638,6
20240602,일요일,2,다사479b504b,기타요식,159292,5
20240602,일요일,4,다사634b508a,커피전문점,109275,11
20240602,일요일,4,다사603b449b,한식,2311006,80
20240602,일요일,4,다사581b599a,스포츠시설,1600004,124
20240602,일요일,6,다사457b473a,편의점,214282,19
20240602,일요일,4,다사613a623a,기타유통,72866,12
20240602,일요일,4,다사599a451a,기타요식,72036,13
20240602,일요일,5,다사599a527b,패스트푸드,116681,9
20240602,일요일,3,다사672a499b,제과점,433050,25
20240602,일요일,5,다사490a529a,일식,361214,10
20240602,일요일,5,다사636b579b,편의점,538006,92
20240602,일요일,3,다사498b566a,ZZ_나머지,56918,10
20240602,일요일,4,다사598b454a,ZZ_나머지,627657,35
20240602,일요일,4,다사494b446b,기타요식,104935,6
20240602,일요일,4,다사659a461a,농수산물,412026,7
20240602,일요일,4,다사529a478b,미용실,172683,14
20240602,일요일,2,다사599a655b,한식,204539,5
20240602,일요일,1,다사628b587a,게임방/오락실,280440,14
20240602,일요일,5,다사476a421b,기타요식,180473,7
20240602,일요일,4,다사470b534a,커피전문점,498935,36
20240602,일요일,4,다사564b456b,ZZ_나머지,30941,5
20240602,일요일,6,다사563a524a,한식,1265856,38
20240602,일요일,3,다사518b422b,ZZ_나머지,76295,16
20240602,일요일,2,다사510a524b,한식,477481,23
20240602,일요일,3,다사627b508b,기타요식,275405,8
20240602,일요일,3,다사605a547b,ZZ_나머지,72534,17
20240602,일요일,3,다사580a451b,패스트푸드,1389477,150
20240602,일요일,6,다사600b467a,ZZ_나머지,36793,6
20240602,일요일,5,다사632a508a,한식,2972940,40
20240602,일요일,6,다사569b456b,양식,5130064,19
20240602,일요일,4,다사579a467a,기타요식,744387,17
20240602,일요일,4,다사500a496b,한식,1461683,29
20240602,일요일,4,다사599a498a,제과점,48628,6
20240602,일요일,4,다사578b603a,생활잡화/수입상품점,181546,7
20240602,일요일,5,다사515a449b,생활잡화/수입상품점,2955646,121
20240602,일요일,5,다사440a500b,정육점,1545310,61
20240602,일요일,6,다사668a432b,한식,488751,6
20240602,일요일,6,다사527b511a,노래방,244843,19
20240602,일요일,6,다사583a440b,편의점,373817,77
20240602,일요일,5,다사420a467a,한식,326522,14
20240602,일요일,3,다사591a630a,정육점,770748,37
20240602,일요일,3,다사465b461a,미용실,321855,7
20240602,일요일,1,다사554a484b,한식,433661,33
20240602,일요일,4,다사469a428b,기타요식,320081,29
20240602,일요일,3,다사640b575a,한식,384175,27
20240602,일요일,1,다사561a520a,편의점,39523,4
20240602,일요일,4,다사587a570a,한식,708124,7
20240602,일요일,6,다사623a547b,슈퍼마켓일반형,39895,7
20240602,일요일,5,다사607b448b,기타요식,1674147,20
20240602,일요일,2,다사642a546b,편의점,266037,35
20240602,일요일,2,다사453a427a,한의원,10317,4
20240602,일요일,4,다사684b502b,한식,720607,13
20240602,일요일,2,다사512a461a,커피전문점,22155,5
20240602,일요일,5,다사516a425a,기타요식,905894,95
20240602,일요일,1,다사492a537a,노래방,16999,4
20240602,일요일,5,다사511a543b,편의점,859778,114
20240602,일요일,5,다사566b628b,ZZ_나머지,11966386,77
20240602,일요일,4,다사490b532b,제과점,804615,55
20240602,일요일,1,다사569a429b,한식,321375,7
20240602,일요일,4,다사587a544b,ZZ_나머지,224190,6
20240602,일요일,3,다사623a625a,편의점,75870,18
20240602,일요일,4,다사611a439a,제과점,3654609,197
20240602,일요일,2,다사482a567b,편의점,173000,12
20240602,일요일,5,다사469a477b,기타요식,310217,28
20240602,일요일,1,다사593a516b,편의점,36526,8
20240602,일요일,5,다사665a444a,편의점,314112,29
20240602,일요일,6,다사466a428b,결제대행(PG),12378084,578
20240602,일요일,6,다사552a516a,편의점,269532,30
20240602,일요일,5,다사488a560a,한식,868547,9
20240602,일요일,5,다사416b473a,제과점,663431,60
20240602,일요일,5,다사608a519b,슈퍼마켓일반형,4223154,335
20240602,일요일,6,다사490a460a,슈퍼마켓일반형,96664,16
20240602,일요일,4,다사441b475a,한식,5211582,13
20240602,일요일,4,다사484b459a,한식,872433,16
20240602,일요일,6,다사478a459b,게임방/오락실,44357,13
20240602,일요일,3,다사533b532b,한식,91512,7
20240602,일요일,3,다사574a585b,가전,10819875,9
20240602,일요일,4,다사610b521b,ZZ_나머지,97861,18
20240602,일요일,5,다사574a518b,한식,323318,6
20240609,일요일,1,다사631a547a,편의점,93404,11
20240609,일요일,3,다사513a493b,편의점,235557,20
20240609,일요일,6,다사565a577b,편의점,380352,52
20240609,일요일,4,다사573b605b,농수산물,53066,7
20240609,일요일,1,다사628a556b,편의점,120483,14
20240609,일요일,4,다사519a422b,한식,852474,13
20240609,일요일,4,다사588a438a,편의점,257106,14
20240609,일요일,2,다사534a526b,한식,207907,11
20240609,일요일,5,다사599b615b,한식,535047,59
20240609,일요일,3,다사652b443a,생활잡화/수입상품점,1289040,28
20240609,일요일,4,다사601b500b,커피전문점,134510,25
20240609,일요일,2,다사589b428a,편의점,20180,5
20240609,일요일,3,다사621b491a,제과점,1104999,73
20240609,일요일,4,다사483b447a,정육점,289590,5
20240609,일요일,3,다사573b576b,한식,627344,7
20240609,일요일,5,다사589a609b,약국,553189,88
20240609,일요일,5,다사713a520a,기타식품,196731,48
20240609,일요일,3,다사596a561b,독서실,35835,8
20240609,일요일,2,다사642b550a,편의점,128142,12
20240609,일요일,4,다사637b505b,편의점,102685,21
20240609,일요일,5,다사480b506a,동물병원,6470830,34
20240609,일요일,3,다사611b576b,편의점,9756,8
20240609,일요일,1,다사518a424a,한식,724127,12
20240609,일요일,4,다사593a531a,편의점,427784,45
20240609,일요일,1,다사488b505a,한식,1960006,43
20240609,일요일,5,다사428b446b,슈퍼마켓일반형,1732707,104
20240609,일요일,3,다사434a475a,한식,265811,6
20240609,일요일,6,다사548a433b,편의점,258226,49
20240609,일요일,1,다사517b423a,ZZ_나머지,84149,15
20240609,일요일,2,다사405b522a,세탁소,120674,5
20240609,일요일,5,다사601a463a,편의점,737945,54
20240609,일요일,2,다사598a430a,편의점,97356,10
20240609,일요일,6,다사480a582b,편의점,539260,81
20240609,일요일,6,다사480a539b,실내/실외골프장,213236,6
20240609,일요일,5,다사580b532a,편의점,281182,25
20240609,일요일,2,다사510b551a,편의점,131835,33
20240609,일요일,1,다사610b617b,"모텔,여관,기타숙박",418528,3
20240609,일요일,4,다사551a521a,기타요식,146191,13
20240609,일요일,4,다사517b517b,양식,115286,6
20240609,일요일,5,다사417b513b,일식,249419,14
20240609,일요일,5,다사597b419a,일식,216657,7
20240609,일요일,4,다사636b452b,화원,158206,13
20240609,일요일,4,다사540a523b,한식,57457,5
20240609,일요일,5,다사630a487b,편의점,570471,81
20240609,일요일,5,다사588a626b,기타요식,24844,6
20240609,일요일,1,다사583a624a,편의점,323401,47
20240609,일요일,3,다사559b537a,양식,321544,6
20240609,일요일,5,다사595b588a,커피전문점,237576,63
20240609,일요일,2,다사581b448b,제과점,64016,5
20240609,일요일,5,다사596b518b,편의점,917884,89
20240609,일요일,5,다사491a541a,커피전문점,80966,19
20240609,일요일,6,다사596b429b,양식,865034,13
20240609,일요일,5,다사615b463b,편의점,127465,18
20240609,일요일,4,다사601b451b,편의점,160063,27
20240609,일요일,2,다사589b556a,ZZ_나머지,31633,5
20240609,일요일,5,다사573a603b,슈퍼마켓일반형,41100,8
20240609,일요일,4,다사496b521b,한식,1811984,113
20240609,일요일,4,다사621b494a,중식,25543,5
20240609,일요일,4,다사580b467a,편의점,74434,19
20240609,일요일,5,다사623a509b,슈퍼마켓일반형,437781,39
20240609,일요일,3,다사542b430b,한식,1006917,55
20240609,일요일,2,다사523b486b,편의점,61432,6
20240609,일요일,2,다사639a533b,슈퍼마켓일반형,117778,18
20240609,일요일,5,다사488a579a,약국,1702653,169
20240609,일요일,5,다사626a625b,정육점,906868,23
20240609,일요일,4,다사483b545a,기타요식,187519,7
20240609,일요일,6,다사689b430a,편의점,817883,84
20240609,일요일,4,다사489b570a,한식,129790,7
20240609,일요일,4,다사509a427a,주유소,1874197,45
20240609,일요일,3,다사695a503b,슈퍼마켓일반형,599681,6
20240609,일요일,4,다사658b459b,주유소,3443875,85
20240609,일요일,3,다사507a498b,기타유통,95645,14
20240609,일요일,5,다사492a480b,주유소,58456,8
20240609,일요일,3,다사484a519a,편의점,138480,19
20240609,일요일,5,다사538b514b,약국,64819,9
20240609,일요일,3,다사456a438a,일식,344175,17
20240609,일요일,5,다사499a570b,편의점,297782,68
20240609,일요일,6,다사616b491b,한식,757804,20
20240609,일요일,6,다사516a494a,편의점,96303,16
20240609,일요일,2,다사600a636a,한식,663235,23
20240609,일요일,4,다사398a431a,편의점,472252,74
20240609,일요일,3,다사488b505a,기타요식,216005,38
20240609,일요일,2,다사600a424a,편의점,177367,35
20240609,일요일,5,다사641a553a,대형마트,167131692,3920
20240609,일요일,3,다사491a515b,기타요식,4714629,392
20240609,일요일,5,다사581b574a,편의점,713715,67
20240609,일요일,5,다사686a484a,제과점,418410,30
20240609,일요일,3,다사578a610a,정육점,13634469,6
20240609,일요일,5,다사531b488a,기타요식,225463,43
20240609,일요일,5,다사668b421a,편의점,1335292,303
20240609,일요일,2,다사570b512b,편의점,324553,44
20240609,일요일,6,다사569a437b,한식,5546121,79
20240609,일요일,6,다사643b560b,기타요식,699753,7
20240609,일요일,6,다사670a488b,기타식품,11916,6
20240609,일요일,3,다사570a614a,한식,130791,5
20240609,일요일,3,다사470a393b,화원,71624,6
20240609,일요일,6,다사674b503a,기타요식,360100,7
20240609,일요일,6,다사520b530b,편의점,864298,95
20240609,일요일,3,다사479a539a,기타요식,205620,17
20240609,일요일,6,다사576a467b,커피전문점,69085,16
20240609,일요일,4,다사574b461b,슈퍼마켓일반형,295825,26
20240609,일요일,6,다사577a585a,슈퍼마켓일반형,669498,63
20240609,일요일,5,다사471a388b,정육점,120682,7
20240609,일요일,6,다사653b463a,편의점,228825,29
20240609,일요일,4,다사510a461b,게임방/오락실,115995,29
20240609,일요일,6,다사591b475a,기타요식,320483,16
20240609,일요일,6,다사503a509b,한식,396423,19
20240609,일요일,3,다사483b504b,편의점,49232,27
20240609,일요일,4,다사484b544a,의복/의류,484822,16
20240609,일요일,4,다사438b510b,스포츠/레저용품,281791,6
20240609,일요일,5,다사483b556b,커피전문점,144151,20
20240609,일요일,6,다사483a516b,편의점,154652,14
20240609,일요일,5,다사486a572b,한식,910701,16
20240609,일요일,2,다사549b490a,기타요식,24179,4
20240609,일요일,3,다사657b458a,편의점,146878,43
20240609,일요일,4,다사629b582b,제과점,562829,30
20240609,일요일,1,다사628a559a,노래방,9510,4
20240609,일요일,2,다사406b444b,기타요식,42124,5
20240609,일요일,4,다사616a572a,일식,1368406,14
20240609,일요일,5,다사497b524a,생활잡화/수입상품점,649371,90
20240609,일요일,3,다사626b582b,ZZ_나머지,99559,9
20240609,일요일,2,다사479b504b,기타요식,128600,3
20240609,일요일,4,다사634b508a,커피전문점,121819,17
20240609,일요일,4,다사603b449b,한식,2045035,44
20240609,일요일,4,다사581b599a,스포츠시설,1960080,156
20240609,일요일,6,다사457b473a,편의점,216080,17
20240609,일요일,4,다사613a623a,기타유통,64303,16
20240609,일요일,4,다사599a451a,기타요식,91572,15
20240609,일요일,5,다사599a527b,패스트푸드,100696,8
20240609,일요일,3,다사672a499b,제과점,442605,28
20240609,일요일,5,다사490a529a,일식,307089,6
20240609,일요일,5,다사636b579b,편의점,565293,97
20240609,일요일,3,다사498b566a,ZZ_나머지,45705,8
20240609,일요일,4,다사598b454a,ZZ_나머지,687178,36
20240609,일요일,4,다사494b446b,기타요식,98655,6
20240609,일요일,4,다사659a461a,농수산물,537906,6
20240609,일요일,4,다사529a478b,미용실,205754,14
20240609,일요일,2,다사599a655b,한식,157769,4
20240609,일요일,1,다사628b587a,게임방/오락실,336689,14
20240609,일요일,5,다사476a421b,기타요식,123341,8
20240609,일요일,4,다사470b534a,커피전문점,400845,38
20240609,일요일,4,다사564b456b,ZZ_나머지,23942,5
20240609,일요일,6,다사563a524a,한식,1519806,37
20240609,일요일,3,다사518b422b,ZZ_나머지,73876,18
20240609,일요일,2,다사510a524b,한식,487902,25
20240609,일요일,3,다사627b508b,기타요식,380748,8
20240609,일요일,3,다사605a547b,ZZ_나머지,73060,16
20240609,일요일,3,다사580a451b,패스트푸드,860899,127
20240609,일요일,6,다사600b467a,ZZ_나머지,32216,6
20240609,일요일,5,다사632a508a,한식,2820340,33
20240609,일요일,6,다사569b456b,양식,4035071,19
20240609,일요일,4,다사579a467a,기타요식,536833,18
20240609,일요일,4,다사500a496b,한식,1241690,30
20240609,일요일,4,다사599a498a,제과점,43299,6
20240609,일요일,4,다사578b603a,생활잡화/수입상품점,205995,6
20240609,일요일,5,다사515a449b,생활잡화/수입상품점,2529496,161
20240609,일요일,5,다사440a500b,정육점,1384179,67
20240609,일요일,6,다사668a432b,한식,537208,6
20240609,일요일,6,다사527b511a,노래방,222363,17
20240609,일요일,6,다사583a440b,편의점,351566,87
20240609,일요일,5,다사420a467a,한식,360625,14
20240609,일요일,3,다사591a630a,정육점,672398,33
20240609,일요일,3,다사465b461a,미용실,216909,6
20240609,일요일,1,다사554a484b,한식,448049,27
20240609,일요일,4,다사469a428b,기타요식,287664,27
20240609,일요일,3,다사640b575a,한식,403741,27
20240609,일요일,1,다사561a520a,편의점,42309,6
20240609,일요일,4,다사587a570a,한식,550287,6
20240609,일요일,6,다사623a547b,슈퍼마켓일반형,44496,5
20240609,일요일,5,다사607b448b,기타요식,1939704,19
20240609,일요일,2,다사642a546b,편의점,241263,32
20240609,일요일,2,다사453a427a,한의원,10328,5
20240609,일요일,4,다사684b502b,한식,679990,15
20240609,일요일,2,다사512a461a,커피전문점,17583,4
20240609,일요일,5,다사516a425a,기타요식,770049,117
20240609,일요일,1,다사492a537a,노래방,20395,5
20240609,일요일,5,다사511a543b,편의점,709683,111
20240609,일요일,5,다사566b628b,ZZ_나머지,13841949,70
20240609,일요일,4,다사490b532b,제과점,993491,60
20240609,일요일,1,다사569a429b,한식,434430,7
20240609,일요일,4,다사587a544b,ZZ_나머지,279013,8
20240609,일요일,3,다사623a625a,편의점,58555,16
20240609,일요일,4,다사611a439a,제과점,3884017,171
20240609,일요일,2,다사482a567b,편의점,195066,12
20240609,일요일,5,다사469a477b,기타요식,314994,25
20240609,일요일,1,다사593a516b,편의점,22285,6
20240609,일요일,5,다사665a444a,편의점,332697,27
20240609,일요일,6,다사466a428b,결제대행(PG),14378678,522
20240609,일요일,6,다사552a516a,편의점,204745,23
20240609,일요일,5,다사488a560a,한식,640113,8
20240609,일요일,5,다사416b473a,제과점,501330,40
20240609,일요일,5,다사608a519b,슈퍼마켓일반형,4650620,339
20240609,일요일,6,다사490a460a,슈퍼마켓일반형,91033,17
20240609,일요일,4,다사441b475a,한식,5234862,15
20240609,일요일,4,다사484b459a,한식,771612,13
20240609,일요일,6,다사478a459b,게임방/오락실,59262,15
20240609,일요일,3,다사533b532b,한식,79542,8
20240609,일요일,3,다사574a585b,가전,5820823,7
20240609,일요일,4,다사610b521b,ZZ_나머지,116624,20
20240609,일요일,5,다사574a518b,한식,302136,7
20240616,일요일,1,다사631a547a,편의점,54713,7
20240616,일요일,3,다사513a493b,편의점,199905,20
20240616,일요일,6,다사565a577b,편의점,266973,46
20240616,일요일,4,다사573b605b,농수산물,52991,6
20240616,일요일,1,다사628a556b,편의점,151207,24
20240616,일요일,4,다사519a422b,한식,1132179,14
20240616,일요일,4,다사588a438a,편의점,306972,11
20240616,일요일,2,다사534a526b,한식,244088,10
20240616,일요일,5,다사599b615b,한식,443927,43
20240616,일요일,3,다사652b443a,생활잡화/수입상품점,1388086,30
20240616,일요일,4,다사601b500b,커피전문점,165975,24
20240616,일요일,2,다사589b428a,편의점,22200,6
20240616,일요일,3,다사621b491a,제과점,1034595,85
20240616,일요일,4,다사483b447a,정육점,335159,8
20240616,일요일,3,다사573b576b,한식,511366,6
20240616,일요일,5,다사589a609b,약국,481981,65
20240616,일요일,5,다사713a520a,기타식품,189688,53
20240616,일요일,3,다사596a561b,독서실,31021,6
20240616,일요일,2,다사642b550a,편의점,149982,14
20240616,일요일,4,다사637b505b,편의점,141547,29
20240616,일요일,5,다사480b506a,동물병원,9556162,28
20240616,일요일,3,다사611b576b,편의점,9307,7
20240616,일요일,1,다사518a424a,한식,854743,12
20240616,일요일,4,다사593a531a,편의점,460693,47
20240616,일요일,1,다사488b505a,한식,1246777,33
20240616,일요일,5,다사428b446b,슈퍼마켓일반형,2208552,110
20240616,일요일,3,다사434a475a,한식,212636,7
20240616,일요일,6,다사548a433b,편의점,385129,49
20240616,일요일,1,다사517b423a,ZZ_나머지,103653,18
20240616,일요일,2,다사405b522a,세탁소,108669,4
20240616,일요일,5,다사601a463a,편의점,672212,64
20240616,일요일,2,다사598a430a,편의점,97089,11
20240616,일요일,6,다사480a582b,편의점,479696,74
20240616,일요일,6,다사480a539b,실내/실외골프장,166081,9
20240616,일요일,5,다사580b532a,편의점,402726,35
20240616,일요일,2,다사510b551a,편의점,199998,36
20240616,일요일,1,다사610b617b,"모텔,여관,기타숙박",353141,2
20240616,일요일,4,다사551a521a,기타요식,140929,13
20240616,일요일,4,다사517b517b,양식,140422,5
20240616,일요일,5,다사417b513b,일식,337656,16
20240616,일요일,5,다사597b419a,일식,223396,7
20240616,일요일,4,다사636b452b,화원,125149,12
20240616,일요일,4,다사540a523b,한식,79675,7
20240616,일요일,5,다사630a487b,편의점,578740,86
20240616,일요일,5,다사588a626b,기타요식,24896,9
20240616,일요일,1,다사583a624a,편의점,256629,42
20240616,일요일,3,다사559b537a,양식,284397,6
20240616,일요일,5,다사595b588a,커피전문점,252064,86
20240616,일요일,2,다사581b448b,제과점,75117,4
20240616,일요일,5,다사596b518b,편의점,784104,116
20240616,일요일,5,다사491a541a,커피전문점,79319,23
20240616,일요일,6,다사596b429b,양식,1095854,17
20240616,일요일,5,다사615b463b,편의점,112279,22
20240616,일요일,4,다사601b451b,편의점,140309,24
20240616,일요일,2,다사589b556a,ZZ_나머지,28609,5
20240616,일요일,5,다사573a603b,슈퍼마켓일반형,43452,8
20240616,일요일,4,다사496b521b,한식,1557876,90
20240616,일요일,4,다사621b494a,중식,18829,5
20240616,일요일,4,다사580b467a,편의점,81594,27
20240616,일요일,5,다사623a509b,슈퍼마켓일반형,266317,37
20240616,일요일,3,다사542b430b,한식,863083,48
20240616,일요일,2,다사523b486b,편의점,74616,7
20240616,일요일,2,다사639a533b,슈퍼마켓일반형,146488,23
20240616,일요일,5,다사488a579a,약국,1727182,189
